,Fiscal Year Period,Fiscal Year,Service,Department,Program,Fund,Category,Expense Category,Account Code,Invoice Description,Vendor,Vendor Number,Zip,Contract Number,PO Number,PO Line,Invoice Number,Invoice Line,Invoice Distribution Line,Amount,Invoice Date,Payment Method,Payment Date,Payment Number,Payment Status
755,3,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2772491516SEP15,1.0,1,149.28,9/17/15,CHECK,10/1/15,2169987,RECONCILED
756,6,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.26E+17,1.0,1,85.2,12/4/13,EFT,12/6/13,367953,RECONCILED
757,12,2014,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,PEPCO,34863,20068-0001,,,,2.01E+17,1.0,1,4004.12,6/4/14,EFT,6/6/14,381596,RECONCILED
758,2,2014,General Government,Non-Departmental Accounts,Leases,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2035083902AUG13,1.0,1,213.8,8/7/13,EFT,8/16/13,360005,RECONCILED
759,1,2021,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,50009887766JUL20,1.0,1,50.46,7/20/20,EFT,7/31/20,608092,RECONCILED
760,1,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2935018404JUN16,1.0,1,763.65,6/24/16,CHECK,7/13/16,2231922,RECONCILED
761,12,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,POTOMAC EDISON COMPANY,52279,44309-3615,,,,90314886426,1.0,1,100.94,6/19/17,CHECK,6/27/17,2302630,RECONCILED
762,1,2015,Transportation,General Services,Administrative Services,Motor Pool,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2735000313JUL14,1.0,1,235.0,7/10/14,CHECK,7/23/14,2071966,RECONCILED
763,4,2015,Housing and Community Development,Housing and Community Affairs,Multi-Family Housing Programs,Montgomery Housing Initiative,Operating Expenses,Utilities,65014,Electricity,2839605299,367405180,19101,367405180.0,4201593699.0,,2817021943,1.0,1,1928.67,10/3/14,CHECK,10/7/14,2324015871,RECONCILED
764,9,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.03E+17,1.0,1,553.56,3/19/14,EFT,3/21/14,375337,RECONCILED
765,6,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,CITY OF ROCKVILLE,35640,20850-2364,,,,0310-000158.02OCT16,1.0,1,478.37,11/15/16,CHECK,12/5/16,2261447,RECONCILED
766,10,2016,Transportation,General Services,Administrative Services,Motor Pool,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2735000214APR16,1.0,1,2164.82,4/8/16,CHECK,4/19/16,2212466,RECONCILED
767,5,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,47.76,11/12/19,EFT,11/15/19,578169,RECONCILED
768,5,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,CITY OF ROCKVILLE,35640,20850-2364,,,,0304-000210.01OCT19,1.0,1,28.38,11/15/19,CHECK,11/27/19,2453661,RECONCILED
769,8,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,2652.93,2/17/15,EFT,2/19/15,403435,RECONCILED
770,4,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,8117520000SEP19,1.0,1,1365.87,9/24/19,EFT,10/2/19,573689,RECONCILED
771,8,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2724059130FEB16,1.0,1,20.07,2/17/16,CHECK,2/26/16,2202483,RECONCILED
772,8,2017,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,WASHINGTON GAS,4874,19101-5047,,,,220005332519JAN17,1.0,1,1883.47,1/10/17,CHECK,2/15/17,2274664,RECONCILED
773,9,2015,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,POTOMAC EDISON COMPANY,52279,44309-3615,,,,110082600443FEB15,1.0,1,830.24,3/3/15,CHECK,3/12/15,2124181,RECONCILED
774,2,2019,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,220003630120JUL18,1.0,1,59.89,7/27/18,CHECK,8/6/18,2376396,RECONCILED
775,8,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,220004294876FEB17,1.0,1,546.33,2/9/17,CHECK,3/1/17,2278161,RECONCILED
776,3,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.03E+17,1.0,1,13.57,9/11/14,EFT,9/15/14,390020,RECONCILED
777,8,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,17210.85,2/7/17,EFT,2/10/17,464705,RECONCILED
778,7,2014,Public Safety,Fire and Rescue Service,Support Services,Fire,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2551226208 /OCT292013,1.0,1,379.11,10/29/13,CHECK,1/3/14,2011793,RECONCILED
779,3,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2601336502SEP14,1.0,1,42.63,9/12/14,CHECK,9/29/14,2088334,RECONCILED
780,8,2016,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,1263.49,2/8/16,EFT,2/10/16,431529,RECONCILED
781,9,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.73E+17,1.0,1,1803.38,3/4/14,EFT,3/6/14,374232,RECONCILED
782,4,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,12.47,10/21/19,EFT,10/23/19,576166,RECONCILED
783,11,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,953.4,4/30/15,EFT,5/4/15,409572,RECONCILED
784,12,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,44.53,6/8/20,EFT,6/10/20,601804,RECONCILED
785,4,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,18435.63,10/9/15,EFT,10/13/15,422146,RECONCILED
786,1,2017,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,WASHINGTON GAS,4874,19101-5047,,,,2747141303JUL16,1.0,1,153.79,7/8/16,CHECK,7/26/16,2235530,RECONCILED
787,10,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,11.92,4/26/17,EFT,5/1/17,473665,RECONCILED
788,1,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS MD DIVISION,7526,19101-5047,,,,2767009703JUL13,1.0,1,31.49,7/15/13,CHECK,7/29/13,1975501,RECONCILED
789,11,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,169.55,5/4/17,EFT,5/9/17,474486,RECONCILED
790,3,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,POTOMAC EDISON COMPANY,52279,44309-3615,,,,110082600443AUG13,1.0,1,966.56,9/10/13,CHECK,9/18/13,1986433,RECONCILED
791,8,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2766231001JAN15,1.0,1,2123.96,1/26/15,CHECK,2/10/15,2117954,RECONCILED
792,6,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,18.34,12/2/15,EFT,12/4/15,426438,RECONCILED
793,8,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,CITY OF ROCKVILLE,35640,20850-2364,,,,0303-000150.02FEB16,1.0,1,4643.82,2/15/15,CHECK,2/26/16,2202480,RECONCILED
794,1,2014,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,BALTIMORE GAS AND ELECTRIC COMPANY,3806,19101-3070,,,,5293010000JUN13,1.0,1,2695.05,6/27/13,CHECK,7/8/13,1970007,RECONCILED
795,8,2014,Culture and Recreation,Recreation,Administration,Recreation,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS MD DIVISION,7526,19101-5047,,,,2680296536FEB14,1.0,1,3376.76,2/10/14,CHECK,2/20/14,2021357,RECONCILED
796,3,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.04E+17,1.0,1,3365.29,9/19/13,EFT,9/23/13,362490,RECONCILED
797,12,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,6870.31,6/14/16,EFT,6/16/16,442489,RECONCILED
798,5,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,BALTIMORE GAS AND ELECTRIC COMPANY,3806,19101-3070,,,,0989371000OCT19,1.0,1,2346.27,10/29/19,CHECK,11/7/19,2450295,RECONCILED
799,5,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,53.53,10/31/19,EFT,11/4/19,577099,RECONCILED
800,11,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741001818MAY15,1.0,1,18.81,5/11/15,CHECK,5/20/15,2139451,RECONCILED
801,9,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.04E+17,1.0,1,1924.15,3/24/14,EFT,3/26/14,376017,RECONCILED
802,2,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2770078935AUG15,1.0,1,127.65,8/19/15,CHECK,8/28/15,2163813,RECONCILED
803,2,2019,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,220003630153JUN18,1.0,1,21.25,7/25/18,CHECK,8/2/18,2376226,RECONCILED
804,4,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,220000584809OCT19,1.0,1,52.15,10/18/19,CHECK,10/29/19,2449136,RECONCILED
805,4,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,61.78,10/18/19,EFT,10/22/19,575843,RECONCILED
806,5,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741000414NOV16,1.0,1,129.31,11/7/16,CHECK,11/16/16,2257407,RECONCILED
807,7,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.01E+17,1.0,1,4708.27,1/6/14,EFT,1/8/14,370099,RECONCILED
808,5,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,4695.93,11/7/15,EFT,11/10/15,424489,RECONCILED
809,12,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.09E+17,1.0,1,1628.06,6/2/14,EFT,6/4/14,381452,RECONCILED
810,1,2019,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,WASHINGTON GAS,4874,19101-5047,,,,220001030943JUL18,1.0,1,128.37,7/16/18,CHECK,7/25/18,2375488,RECONCILED
811,2,2014,General Government,Non-Departmental Accounts,Leases,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS MD DIVISION,7526,19101-5047,,,,2741001511AUG13,1.0,1,10.9,8/5/13,CHECK,8/20/13,1979077,RECONCILED
812,2,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2702101011AUG15,1.0,1,18.81,8/18/15,CHECK,8/26/15,2163351,RECONCILED
813,2,2014,General Government,Non-Departmental Accounts,Leases,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2035111604AUG13,1.0,1,199.27,8/6/13,EFT,8/16/13,360005,RECONCILED
814,2,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,1220.5,8/1/16,EFT,8/4/16,447174,RECONCILED
815,11,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2657039026MAY14,1.0,1,487.44,5/12/14,CHECK,5/22/14,2048693,RECONCILED
816,7,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,2363356DEC13,1.0,1,9402.71,12/18/13,CHECK,2/3/14,2018871,RECONCILED
817,2,2015,General Government,General Services,Building Design and Construction,Capital Fund,Operating Expenses,Utilities,65014,Electricity,ELECTRIC ADVANTAGE INC,8187,20850,,1029756.0,1.0,21684-C,1.0,1,6195.3,7/25/14,CHECK,8/8/14,2076087,RECONCILED
818,11,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,0575563MAY16,1.0,1,683.77,5/5/16,CHECK,5/24/16,2221207,RECONCILED
819,5,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.88E+17,1.0,1,2278.54,11/7/14,EFT,11/12/14,394921,RECONCILED
820,8,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2718666007FEB15,1.0,1,3317.43,2/12/15,CHECK,2/26/15,2122091,RECONCILED
821,4,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,4088282OCT15,1.0,1,195.0,10/14/15,CHECK,10/28/15,2175246,RECONCILED
822,1,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2481194021JUN15,1.0,1,122.92,6/30/15,CHECK,8/3/15,2157800,RECONCILED
823,4,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,12.6,10/16/19,EFT,10/18/19,575156,RECONCILED
824,9,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,14926.88,3/21/17,EFT,3/23/17,469377,RECONCILED
825,3,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741002113SEP15,1.0,1,47.73,9/9/15,CHECK,9/18/15,2166204,RECONCILED
826,3,2015,Housing and Community Development,Housing and Community Affairs,Multi-Family Housing Programs,Montgomery Housing Initiative,Operating Expenses,Utilities,65030,Other Utilities,MONTGOMERY COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,5407,20850-4192,,,,09152014-09192014,1.0,1,872.0,9/30/14,EFT,10/7/14,392051,RECONCILED
827,4,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON   SUBURBAN SANITARY,3086,20707,,,,3597531SEP16,1.0,1,1090.51,9/29/16,CHECK,10/12/16,2251050,RECONCILED
828,8,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,230.59,2/23/16,EFT,2/25/16,433170,RECONCILED
829,5,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,8636020000NOV19,1.0,1,734.54,11/20/19,EFT,11/27/19,579982,RECONCILED
830,9,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON   SUBURBAN SANITARY,3086,20707,,,,4747721MAR17,1.0,1,57.31,3/13/17,CHECK,3/24/17,2282584,RECONCILED
831,5,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,43.17,10/31/19,EFT,11/4/19,577099,RECONCILED
832,12,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741000117JUN15,1.0,1,40.56,6/5/15,CHECK,6/29/15,2150372,RECONCILED
833,12,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,FOREST GLENN MAIN MASTER TENANT LLC,53882,53713,,,,CHU061015,2.0,1,501.25,6/10/15,EFT,6/15/15,412763,RECONCILED
834,9,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,POTOMAC EDISON COMPANY,52279,44309-3615,,,,110089006123MAR14,1.0,1,229.18,3/21/14,CHECK,3/28/14,2032731,RECONCILED
835,9,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.03E+17,1.0,1,1758.6,3/17/14,EFT,3/19/14,375082,RECONCILED
836,11,2014,General Government,Non-Departmental Accounts,Leases,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741001016MAY14,1.0,1,280.42,5/9/14,CHECK,5/22/14,2048693,RECONCILED
837,3,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,1708.62,8/28/15,EFT,9/1/15,419239,RECONCILED
838,3,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,398.5,9/25/15,EFT,9/29/15,421323,RECONCILED
839,9,2015,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,WASHINGTON GAS,4874,19101-5047,,,,2547001012MAR15,1.0,1,6762.69,3/10/15,CHECK,3/23/15,2127701,RECONCILED
840,6,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,30.26,12/19/19,EFT,12/23/19,582672,RECONCILED
841,9,2016,Transportation,General Services,Administrative Services,Motor Pool,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,10113.8,3/2/16,EFT,3/4/16,433777,RECONCILED
842,10,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.69E+17,1.0,1,31508.18,4/4/14,EFT,4/8/14,376835,RECONCILED
843,6,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,504.42,11/26/19,EFT,12/2/19,580127,RECONCILED
844,7,2017,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,1049.85,1/18/17,EFT,1/23/17,462663,RECONCILED
845,1,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.69E+17,1.0,1,4385.24,7/1/13,EFT,7/3/13,344322,RECONCILED
846,6,2020,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,1549.2,12/9/19,EFT,12/11/19,580972,RECONCILED
847,5,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,15.92,11/8/16,EFT,11/14/16,455433,RECONCILED
848,5,2015,Public Safety,Police,Patrol Services,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.02E+17,1.0,1,71.27,11/5/14,EFT,11/7/14,394771,RECONCILED
849,10,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,34.26,4/1/20,EFT,4/3/20,594006,RECONCILED
850,3,2014,General Government,Non-Departmental Accounts,Leases,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS MD DIVISION,7526,19101-5047,,,,2741002014SEP13,1.0,1,49.54,9/4/13,CHECK,9/18/13,1986327,RECONCILED
851,2,2019,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,220001789092AUG18,1.0,1,6387.24,8/21/18,CHECK,8/29/18,2380349,RECONCILED
852,2,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741005017AUG14,1.0,1,307.56,8/8/14,CHECK,8/19/14,2077847,RECONCILED
853,2,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,4757720FEB15,1.0,1,29.0,2/5/15,CHECK,8/7/15,2159352,RECONCILED
854,8,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,207.76,2/25/16,EFT,2/29/16,433458,RECONCILED
855,6,2017,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,WASHINGTON GAS,4874,19101-5047,,,,2500636010DEC16,1.0,1,469.93,12/6/16,CHECK,12/15/16,2263109,RECONCILED
856,5,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,553.37,10/31/19,EFT,11/4/19,577099,RECONCILED
857,10,2017,Public Safety,Fire and Rescue Service,Support Services,Fire,Operating Expenses,Utilities,65020,Water & Sewer,EASTERDAY WELL & PUMP INC,35849,21771,,,,661,1.0,1,368.28,4/10/17,CHECK,4/24/17,2287087,RECONCILED
858,2,2019,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,220001278930AUG18,1.0,1,82.0,8/16/18,CHECK,8/24/18,2380021,RECONCILED
859,7,2019,Culture and Recreation,Recreation,Administration,Recreation,Operating Expenses,Utilities,65012,Propane,AMERIGAS INC,15976,15250-7473,,,,3086619427,1.0,1,1305.59,12/28/18,MCG_JPM_SUA,1/9/19,6022775,RECONCILED
860,8,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,2711.6,2/24/16,EFT,2/26/16,433307,RECONCILED
861,10,2016,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,POTOMAC EDISON COMPANY,52279,44309-3615,,,,110083417144APR16,1.0,1,1498.87,4/21/16,CHECK,4/29/16,2215863,RECONCILED
862,4,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,60.68,10/16/19,EFT,10/18/19,575156,RECONCILED
863,9,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,220005351527MAR17,1.0,1,2425.64,3/17/17,CHECK,3/29/17,2283569,RECONCILED
864,3,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.20E+17,1.0,1,5652.91,9/11/13,EFT,9/13/13,361915,RECONCILED
865,1,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,1904.2,7/16/15,EFT,7/20/15,415923,RECONCILED
